in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2],totalPredicted
G4500590,2018-07-25T03:00:00Z,26.1,96.97,0,16.67,0,0,0,134.0237874199946
G4500590,2018-07-25T04:00:00Z,26.1,96.97,0,3.33,0,0,0,133.97532100792472
G4500590,2018-07-25T05:00:00Z,26,94.03,0,3.33,0,0,0,135.52245486769002
G4500590,2018-07-25T06:00:00Z,25.67,96.02,0,0,0.5,1,0.5,129.56164634046348
G4500590,2018-07-25T07:00:00Z,26.15,96.39,1.3,50,10,1,10,136.9393086132796
G4500590,2018-07-25T08:00:00Z,26.7,100,2.1,30,60.5,0,60.5,132.11777694026145
G4500590,2018-07-25T09:00:00Z,27.67,93.52,0.5,350,150,8,145.5,127.7100775061783
G4500590,2018-07-25T10:00:00Z,28.9,90.22,0,0,250,24.5,232.5,122.64207592565734
G4500590,2018-07-25T11:00:00Z,30.52,77.03,1.12,60,422,77,358.5,125.22051126550437
G4500590,2018-07-25T12:00:00Z,32.2,71.93,1.5,250,709.5,383,354,114.68947385977634
G4500590,2018-07-25T13:00:00Z,33.3,63.05,1.5,156.67,949.5,833,147.5,122.02660388143627
G4500590,2018-07-25T14:00:00Z,33.9,62.8,1.5,240,937.5,825.5,150,130.15194837915615
G4500590,2018-07-25T15:00:00Z,34.4,59.16,1.5,290,867,807.5,146,143.22973720791686
G4500590,2018-07-25T16:00:00Z,35,61.14,2.6,280,743,771.5,138,158.6996204441903
G4500590,2018-07-25T17:00:00Z,35,61.14,1.5,320,576,710,125,166.99769997405932
G4500590,2018-07-25T18:00:00Z,31.3,87.51,3.6,313.33,322,398.5,132,141.72544400711607
G4500590,2018-07-25T19:00:00Z,28.05,96.42,1.3,20,91,73,73,138.00566767793774
G4500590,2018-07-25T20:00:00Z,28.3,93.54,2.6,200,24.5,35,21,163.22411324655812
G4500590,2018-07-25T21:00:00Z,28.3,97.02,0,0,0,0,0,159.89573414240746
G4500590,2018-07-25T22:00:00Z,27,98.02,0,0,0,0,0,143.64156011076955
G4500590,2018-07-25T23:00:00Z,27.8,96.42,1.05,250,0,0,0,158.59023687792794
G4500590,2018-07-26T00:00:00Z,27.2,100,1.5,180,0,0,0,149.25490415162247
G4500590,2018-07-26T01:00:00Z,26.7,100,1.5,260,0,0,0,143.6646244385546
G4500590,2018-07-26T02:00:00Z,26.46,100,2.08,218,0,0,0,142.37943640278704
G4500590,2018-07-26T03:00:00Z,25,100,0,0,0,0,0,118.23349307264763
G4500590,2018-07-26T04:00:00Z,25.73,100,0,0,0,0,0,126.84389408163915
G4500590,2018-07-26T05:00:00Z,26.1,100,0.5,10,0,0,0,132.71446180511487
G4500590,2018-07-26T06:00:00Z,25.6,100,1.27,356.67,1,3.5,1,129.79713794783032
G4500590,2018-07-26T07:00:00Z,25.83,100,0,0,75.5,246.5,40.5,91.57996876198952
G4500590,2018-07-26T08:00:00Z,26.95,96.42,1.4,133.33,256,537.5,80.5,70.14167469660276
G4500590,2018-07-26T09:00:00Z,31.1,82.07,0,116.67,460.5,693.5,101.5,104.21571131697253
G4500590,2018-07-26T10:00:00Z,32.2,74.16,0,0,651.5,781,114.5,109.49868121738454
G4500590,2018-07-26T11:00:00Z,33.9,65.15,2.6,20,717,610.5,208.5,145.85989705342666
G4500590,2018-07-26T12:00:00Z,34.4,63.29,2.1,120,920,869.5,122,137.61080589286928
G4500590,2018-07-26T13:00:00Z,35.6,60.91,1.5,103.33,971.5,881.5,124,149.8100181069882
G4500590,2018-07-26T14:00:00Z,36.1,51.71,2.6,116.67,959.5,872.5,128.5,167.7939329433011
G4500590,2018-07-26T15:00:00Z,36.1,51.71,3.1,300,887,850,128.5,173.33262804886917
G4500590,2018-07-26T16:00:00Z,36.1,49.82,2.1,260,759.5,809.5,125.5,178.61678055632993
G4500590,2018-07-26T17:00:00Z,36.1,49.82,1.5,300,589,746,116,187.97129204091786
G4500590,2018-07-26T18:00:00Z,35.6,51.26,1.5,270,392,646,98,197.6494643047984
G4500590,2018-07-26T19:00:00Z,33.3,72.13,0,0,191,466.5,69,173.90606455552944
G4500590,2018-07-26T20:00:00Z,31.1,79.13,0,0,34,135.5,22,189.6416996050698
G4500590,2018-07-26T21:00:00Z,28.3,90.73,0,250,0,0,0,166.72466600842475
G4500590,2018-07-26T22:00:00Z,28.3,93.54,3.1,180,0,0,0,172.95515964649016
G4500590,2018-07-26T23:00:00Z,28.3,90.73,0,126.67,0,0,0,166.2609297913747
G4500590,2018-07-27T00:00:00Z,27.2,96.99,0,66.67,0,0,0,147.26358777840196
G4500590,2018-07-27T01:00:00Z,26.7,96.39,0,60,0,0,0,141.90033632963116
G4500590,2018-07-27T02:00:00Z,26.7,96.39,0,63.33,0,0,0,141.91513543809742
G4500590,2018-07-27T03:00:00Z,27.2,96.99,0,76.67,0,0,0,147.30802305552288
G4500590,2018-07-27T04:00:00Z,27.2,93.49,2.1,230,0,0,0,157.29814602175335
G4500590,2018-07-27T05:00:00Z,26.7,96.39,0,220,0,0,0,142.51620862145927
G4500590,2018-07-27T06:00:00Z,27.2,96.99,2.6,240,1,4,1,154.9095834496877
G4500590,2018-07-27T07:00:00Z,28.3,93.54,2.1,270,62.5,159,40,144.0275774900213
G4500590,2018-07-27T08:00:00Z,30.6,81.51,0,93.33,245.5,485,85,127.9506002249574
G4500590,2018-07-27T09:00:00Z,31.7,74.08,0,0,459.5,693,101.5,118.37141683363059
G4500590,2018-07-27T10:00:00Z,33.3,65.02,2.6,83.33,640,743,129,140.54466110294572
G4500590,2018-07-27T11:00:00Z,35,49.53,2.6,53.33,804,813,134.5,163.98820380048772
G4500590,2018-07-27T12:00:00Z,35.6,47.85,2.1,240,917.5,855.5,133.5,165.95668947689526
G4500590,2018-07-27T13:00:00Z,36.1,45.07,5.1,230,970,869.5,134.5,180.8190948879349
G4500590,2018-07-27T14:00:00Z,36.7,44.95,4.1,240,958,860.5,139,185.39310745611795
G4500590,2018-07-27T15:00:00Z,36.1,45.07,3.1,280,886.5,845.5,133.5,179.00681953022777
G4500590,2018-07-27T16:00:00Z,36.1,42.04,3.1,270,759,810,126,188.70310359270619
G4500590,2018-07-27T17:00:00Z,36.1,42.04,1.5,290,587,747,114.5,195.3947405249936
G4500590,2018-07-27T18:00:00Z,34.4,51.27,1.5,280,387,636,98.5,184.66634290989106
G4500590,2018-07-27T19:00:00Z,31.1,76.75,0,90,185,440.5,70.5,146.78196021395001
G4500590,2018-07-27T20:00:00Z,30,84.47,0,0,30,97.5,21,176.2909475882421
G4500590,2018-07-27T21:00:00Z,29.4,87.55,0,163.33,0,0,0,182.36549310282578
G4500590,2018-07-27T22:00:00Z,29.4,84.92,0,56.67,0,0,0,184.39980098078647
G4500590,2018-07-27T23:00:00Z,28.3,90.73,0,156.67,0,0,0,166.42665339845595
G4500590,2018-07-28T00:00:00Z,27.2,96.99,0,0,0,0,0,147.0624320891288
G4500590,2018-07-28T01:00:00Z,26.7,96.39,0,0,0,0,0,141.72449443891685
G4500590,2018-07-28T02:00:00Z,26.7,96.39,0,113.33,0,0,0,142.15676248913334
G4500590,2018-07-28T03:00:00Z,26.1,96.97,0,110,0,0,0,134.53359616465676
G4500590,2018-07-28T04:00:00Z,25.6,100,0,0,0,0,0,125.4146567487152
G4500590,2018-07-28T05:00:00Z,25.6,100,0,10,0,0,0,125.45476965574032
G4500590,2018-07-28T06:00:00Z,25.6,100,2.1,350,0.5,1.5,0.5,132.63897011355627
G4500590,2018-07-28T07:00:00Z,27.8,84.23,2.6,340,61.5,138.5,42.5,150.3786096280528
G4500590,2018-07-28T08:00:00Z,28.9,81.79,1.5,10,153,117.5,118.5,147.74171846805558
G4500590,2018-07-28T09:00:00Z,31.7,71.4,3.6,30,361.5,340.5,186.5,155.96408143879304
G4500590,2018-07-28T10:00:00Z,32.2,69.34,2.6,20,411.5,165,296.5,158.70531265305337
G4500590,2018-07-28T11:00:00Z,34.4,61.01,2.1,86.67,765.5,693.5,194.5,147.28360809871802
G4500590,2018-07-28T12:00:00Z,34.4,63.29,1.5,40,853.5,673.5,238,136.05571739326095
G4500590,2018-07-28T13:00:00Z,33.9,58.68,1.5,270,927,755,202.5,132.14385569070782
G4500590,2018-07-28T14:00:00Z,36.1,51.71,1.5,330,887,681.5,239.5,166.35818042028012
G4500590,2018-07-28T15:00:00Z,36.1,51.71,2.1,240,839,732,187,172.80219733033402
G4500590,2018-07-28T16:00:00Z,36.1,51.71,2.1,290,740.5,766.5,142.5,178.85668330950955
G4500590,2018-07-28T17:00:00Z,36.7,49.98,0,286.67,576,713.5,126,192.42479395146393
G4500590,2018-07-28T18:00:00Z,35.6,53.21,0,100,381.5,610.5,106,193.469821294745
G4500590,2018-07-28T19:00:00Z,32.2,74.16,0,0,183,423,74,163.1796759539322
G4500590,2018-07-28T20:00:00Z,30,81.93,0,0,31,109.5,21.5,177.2374735660269
G4500590,2018-07-28T21:00:00Z,28.9,87.51,0,0,0,0,0,175.9385051175645
G4500590,2018-07-28T22:00:00Z,28.3,90.73,0,0,0,0,0,165.8817710263394
G4500590,2018-07-28T23:00:00Z,27.2,96.99,3.1,20,0,0,0,156.285763807168
G4500590,2018-07-29T00:00:00Z,26.7,100,1.5,320,0,0,0,144.04577890881865
G4500590,2018-07-29T01:00:00Z,27.2,93.49,2.1,20,0,0,0,156.59841318738557
G4500590,2018-07-29T02:00:00Z,26.7,93.47,2.1,10,0,0,0,150.68509983781132
G4500590,2018-07-29T03:00:00Z,26.7,90.06,1.5,10,0,0,0,152.0860941433711
G4500590,2018-07-29T04:00:00Z,25.6,92.83,2.1,360,0,0,0,139.6394317557097
G4500590,2018-07-29T05:00:00Z,25,89.94,2.1,350,0,0,0,135.20622956634074
G4500590,2018-07-29T06:00:00Z,25,89.94,0,16.67,0,0.5,0,127.72409762904054
G4500590,2018-07-29T07:00:00Z,26.7,81,2.1,10,43,30.5,38,150.972467559164
G4500590,2018-07-29T08:00:00Z,28.3,78.73,2.6,60,212,317.5,106,126.19346600079388
G4500590,2018-07-29T09:00:00Z,30.6,76.2,3.1,40,432.5,571.5,139.5,119.43082452557448
G4500590,2018-07-29T10:00:00Z,32.2,71.93,1.5,53.33,616,655,167,120.7687859358623
G4500590,2018-07-29T11:00:00Z,33.9,69.66,4.1,350,706,529.5,275.5,143.78249535482948
G4500590,2018-07-29T12:00:00Z,35,67.39,2.1,50,759.5,401.5,391.5,143.2114398229263
G4500590,2018-07-29T13:00:00Z,36.1,61.39,3.6,10,832.5,511,342.5,162.29660068168187
G4500590,2018-07-29T14:00:00Z,35.6,59.08,2.6,10,768.5,366.5,420.5,157.5350245580755
G4500590,2018-07-29T15:00:00Z,36.7,55.49,4.1,360,682.5,321,399,189.8406266080704
G4500590,2018-07-29T16:00:00Z,31.1,76.75,5.7,120,510.5,231.5,328,133.68713250262584
G4500590,2018-07-29T17:00:00Z,32.8,68.53,3.1,120,442,330,240,160.4431026100259
G4500590,2018-07-29T18:00:00Z,32.25,74.08,3.35,125,285.5,250,175,172.95544272924587
G4500590,2018-07-29T19:00:00Z,30.6,69.88,4.1,140,160,224,102,178.1452866667159
G4500590,2018-07-29T20:00:00Z,28.9,78.64,4.6,160,22.5,40.5,19,189.82159649417738
G4500590,2018-07-29T21:00:00Z,27.8,90.14,2.6,180,0,0,0,168.8955911723717
G4500590,2018-07-29T22:00:00Z,27.2,93.49,0,0,0,0,0,150.40492232693202
G4500590,2018-07-29T23:00:00Z,26.7,96.39,0,0,0,0,0,141.82390895111996
G4500590,2018-07-30T00:00:00Z,26.1,100,1.5,80,0,0,0,136.11154041379243
G4500590,2018-07-30T01:00:00Z,26.1,100,0,33.33,0,0,0,131.5344578391546
G4500590,2018-07-30T02:00:00Z,26.1,100,0,36.67,0,0,0,131.54929489934298
G4500590,2018-07-30T03:00:00Z,25.9,96.97,0,0,0,0,0,131.86144223563178
G4500590,2018-07-30T04:00:00Z,26.1,100,0,0,0,0,0,131.41444830494808
G4500590,2018-07-30T05:00:00Z,26.7,100,0,33.33,0,0,0,138.61836818806702
G4500590,2018-07-30T06:00:00Z,26.82,96.99,0.38,100,0,0,0,144.19285626117968
G4500590,2018-07-30T07:00:00Z,27.2,94.07,1.5,120,61,129.5,43,131.1483491454573
G4500590,2018-07-30T08:00:00Z,27.8,93.52,0,0,67.5,38,57.5,141.29773828018932
G4500590,2018-07-30T09:00:00Z,28.5,87.51,0.5,140,166,14.5,158.5,139.09827359907274
G4500590,2018-07-30T10:00:00Z,29.4,84.92,1.5,280,221,13.5,212,144.71085498516905
G4500590,2018-07-30T11:00:00Z,30.6,79.06,2.1,290,262,14,250.5,158.11722976328383
G4500590,2018-07-30T12:00:00Z,31.27,76.75,2.27,340,380.5,30,353,145.85778348440073
G4500590,2018-07-30T13:00:00Z,31.82,67.81,1.7,190,599,228.5,379.5,128.3879919163188
G4500590,2018-07-30T14:00:00Z,33.129999999999995,65.83,1.2,300,866,619,279,117.00325470373899
G4500590,2018-07-30T15:00:00Z,33.9,60.97,1.5,226.67,706,350,395,140.89720904199004
G4500590,2018-07-30T16:00:00Z,34.4,63.29,1.5,240,601.5,340.5,337,158.19069326550695
G4500590,2018-07-30T17:00:00Z,34.4,63.29,2.6,210,480,379.5,243,176.49978929682624
G4500590,2018-07-30T18:00:00Z,33.9,65.15,1.5,190,317,349.5,160.5,186.79508876339904
G4500590,2018-07-30T19:00:00Z,32.2,79.28,0,183.33,148,226.5,90,178.66427070311903
G4500590,2018-07-30T20:00:00Z,30,77.18,3.1,140,21.5,41.5,18,199.8119591594485
G4500590,2018-07-30T21:00:00Z,29.4,90.81,0,193.33,0,0,0,179.61426020207546
G4500590,2018-07-30T22:00:00Z,28.3,85.19,0,0,0,0,0,171.1188334857311
G4500590,2018-07-30T23:00:00Z,28.3,97.02,0,56.67,0,0,0,160.3744711266956
G4500590,2018-07-31T00:00:00Z,29.4,90.81,2.6,190,0,0,0,187.23845249404465
G4500590,2018-07-31T01:00:00Z,28.9,90.22,3.1,200,0,0,0,183.39657499290482
G4500590,2018-07-31T02:00:00Z,28.3,90.73,2.1,210,0,0,0,172.95411111285748
G4500590,2018-07-31T03:00:00Z,27.8,93.52,0,126.67,0,0,0,157.9957989723943
G4500590,2018-07-31T04:00:00Z,27.25,96.76,0,0,0,0,0,148.0294040249871
G4500590,2018-07-31T05:00:00Z,26.7,100,2.1,160,0,0,0,145.31394339400742
G4500590,2018-07-31T06:00:00Z,26.7,100,2.1,180,0,0,0,145.39200802300994
G4500590,2018-07-31T07:00:00Z,27.9,96.42,3.85,195,50.5,91.5,39,149.63058322254759
G4500590,2018-07-31T08:00:00Z,28.3,93.54,4.35,190,167.5,225.5,102,129.84782805174734
G4500590,2018-07-31T09:00:00Z,29.7,84.47,2.35,205,241,104,185,145.72693426840917
G4500590,2018-07-31T10:00:00Z,31.4,76.38,2.05,190,526.5,419,243.5,122.25923061976721
G4500590,2018-07-31T11:00:00Z,31.5,76.38,2.27,205,490,138,379,129.99787830413476
G4500590,2018-07-31T12:00:00Z,31.82,74.16,2.72,200,483,84.5,406.5,137.9184512774001
G4500590,2018-07-31T13:00:00Z,33.3,72.13,4.1,180,696.5,234.5,472,129.20571250391342
G4500590,2018-07-31T14:00:00Z,32.8,74.26,5.1,170,534.5,96,443.5,147.21239625907913
G4500590,2018-07-31T15:00:00Z,32.6,76.92,4.43,183.33,380.5,33,351.5,167.1389220265258
G4500590,2018-07-31T16:00:00Z,28.35,87.51,1.82,232.5,241,22,224,127.24433825414991
G4500590,2018-07-31T17:00:00Z,27.58,96.99,2.17,202.5,119,18.5,106.5,134.8208007605784
G4500590,2018-07-31T18:00:00Z,27.2,96.99,2.43,213.33,45,0,45,145.97629949735702
G4500590,2018-07-31T19:00:00Z,26.1,96.97,4.1,230,53,1,52.5,136.33466576701434
G4500590,2018-07-31T20:00:00Z,26.1,96.97,3.6,210,9.5,1.5,9.5,143.55492211052288
G4500590,2018-07-31T21:00:00Z,26.1,100,3.43,226.67,0,0,0,142.42949666806183
G4500590,2018-07-31T22:00:00Z,25.85,100,2.35,230,0,0,0,136.32673982684435
G4500590,2018-07-31T23:00:00Z,25.6,100,0,230,0,0,0,126.48421419355087
G4500590,2018-08-01T00:00:00Z,25.6,98.01,1.5,160,0,0,0,132.46675659624523
G4500590,2018-08-01T01:00:00Z,25.6,94.03,2.1,150,0,0,0,137.87965568514264
G4500590,2018-08-01T02:00:00Z,25,100,3.6,150,0,0,0,129.67691373987782
G4500590,2018-08-01T03:00:00Z,25.3,100,2.85,152.5,0,0,0,131.02513412317174
G4500610,2018-07-01T04:00:00Z,28.55,96.03,0.52,5,0,0,0,64.32430511195682
G4500610,2018-07-01T05:00:00Z,28.6,96.67,0,0,0,0,0,62.77800701010814
G4500610,2018-07-01T06:00:00Z,28.93,95.11,0,0,10,48,8,61.051933710877485
G4500610,2018-07-01T07:00:00Z,30.25,92.53,0.75,10,126.5,385.5,52,33.40521113346013
G4500610,2018-07-01T08:00:00Z,31.55,85.72,0.75,25,314.5,612,79,22.21053125839797
G4500610,2018-07-01T09:00:00Z,33.5,74.83,2.1,50,481,654.5,111.5,46.35676971927148
G4500610,2018-07-01T10:00:00Z,33.15,75,1.5,10,606.5,608.5,157.5,34.9901205086818
G4500610,2018-07-01T11:00:00Z,33.5,71.65,2.15,45,734,608,205.5,33.56165330701513
G4500610,2018-07-01T12:00:00Z,34.7,67.1,1,56.67,923.5,842.5,128,34.99093664915395
G4500610,2018-07-01T13:00:00Z,37.1,60.88,3.1,60,950,815.5,151.5,73.42151046493541
G4500610,2018-07-01T14:00:00Z,37.5,55.69,2.6,70,785.5,544.5,259,93.14719604214865
G4500610,2018-07-01T15:00:00Z,36.2,59.94,3.6,140,575.5,246.5,352.5,94.9823584779905
G4500610,2018-07-01T16:00:00Z,37.5,56.71,3.6,150,602,527,196.5,111.62588455896426
G4500610,2018-07-01T17:00:00Z,37.8,51.83,3.6,150,573,731,111.5,113.49601259763467
G4500610,2018-07-01T18:00:00Z,36.5,61.86,4.1,140,383.5,643,91.5,106.27337277316093
G4500610,2018-07-01T19:00:00Z,34.7,70.66,2.6,130,189,471,65.5,99.0972310807902
G4500610,2018-07-01T20:00:00Z,33.65,72.45,3.1,65,26,60,19.5,143.32247142850997
G4500610,2018-07-01T21:00:00Z,32.7,77.93,2.1,180,0,0,0,135.37069162315748
G4500610,2018-07-01T22:00:00Z,31.6,82.63,0,0,0,0,0,111.20044182450576
G4500610,2018-07-01T23:00:00Z,31,84.07,1.5,210,0,0,0,107.99215262275497
G4500610,2018-07-02T00:00:00Z,30.2,86.57,0,0,0,0,0,91.04503443362482
G4500610,2018-07-02T01:00:00Z,29.4,90.81,0,0,0,0,0,77.68475354707958
G4500610,2018-07-02T02:00:00Z,29.4,90.81,0,0,0,0,0,77.68691473212753
G4500610,2018-07-02T03:00:00Z,29.5,90.81,0,0,0,0,0,78.86828685196222
G4500610,2018-07-02T04:00:00Z,29.1,91.9,0,0,0,0,0,73.14361785760447
G4500610,2018-07-02T05:00:00Z,29.2,90.79,0,0,0,0,0,75.35350827898671
G4500610,2018-07-02T06:00:00Z,29.1,91.9,0,0,7.5,17.5,7,69.7379908729684
G4500610,2018-07-02T07:00:00Z,30.5,88.72,0,0,114,292.5,56,47.53544814952936
G4500610,2018-07-02T08:00:00Z,32.35,78.88,2.35,250,316.5,625,77,42.48377282756849
G4500610,2018-07-02T09:00:00Z,33.3,69.97,1.5,280,505,701.5,108.5,42.67714057598069
G4500610,2018-07-02T10:00:00Z,35,64.99,1.5,90,607.5,490,250,61.8792671345202
G4500610,2018-07-02T11:00:00Z,36.4,57.84,3.1,50,719,449,333.5,76.73778159062431
G4500610,2018-07-02T12:00:00Z,36.8,57.93,3.1,60,712,298,432,79.44518837888722
G4500610,2018-07-02T13:00:00Z,37.6,55.71,3.1,70,790.5,357.5,440.5,81.72532715539468
G4500610,2018-07-02T14:00:00Z,37.9,52.81,2.1,70,659.5,198.5,469,98.9229996036864
G4500610,2018-07-02T15:00:00Z,38.2,47.95,2.6,140,685.5,314.5,404.5,107.81103831195882
G4500610,2018-07-02T16:00:00Z,38.3,41.85,0,0,633,428.5,298,114.85033379295433
G4500610,2018-07-02T17:00:00Z,38.8,47.82,2.6,50,459,347.5,241.5,145.09492515813648
G4500610,2018-07-02T18:00:00Z,37.8,53.76,2.6,80,376,578,113.5,127.68024179670368
G4500610,2018-07-02T19:00:00Z,35.6,59.8,2.1,70,183.5,398.5,78.5,123.84028848811184
G4500610,2018-07-02T20:00:00Z,33.8,68.8,0,0,33.5,106,23.5,133.1431098625026
G4500610,2018-07-02T21:00:00Z,32.3,76.93,0,0,0,0,0,124.78620609152087
G4500610,2018-07-02T22:00:00Z,31.8,76.86,0,0,0,0,0,118.95717411714686
G4500610,2018-07-02T23:00:00Z,30,94.2,0,0,0,0,0,81.66641473834414
G4500610,2018-07-03T00:00:00Z,31,81.06,0,0,0,0,0,105.63611813822787
G4500610,2018-07-03T01:00:00Z,29.7,87.05,0,0,0,0,0,84.7582447149485
G4500610,2018-07-03T02:00:00Z,29.6,89.73,0,0,0,0,0,81.0979255524644
G4500610,2018-07-03T03:00:00Z,29.3,93.03,0,0,0,0,0,74.50469682044304
G4500610,2018-07-03T04:00:00Z,29.7,87.05,0,0,0,0,0,84.76472827009225
G4500610,2018-07-03T05:00:00Z,29.4,88.63,0,0,0,0,0,79.76523960893726
G4500610,2018-07-03T06:00:00Z,28.7,93,1.5,50,9,35.5,7.5,66.505643410536
G4500610,2018-07-03T07:00:00Z,30.9,86.64,0,0,120,327,57,50.08550051142168
G4500610,2018-07-03T08:00:00Z,33,72.96,2.6,350,282,473,104.5,68.9907604892909
G4500610,2018-07-03T09:00:00Z,34.9,64.96,1.5,340,459.5,545,144,77.74540065554216
G4500610,2018-07-03T10:00:00Z,36.6,60.77,2.1,40,667.5,710,150,80.15509710945183
G4500610,2018-07-03T11:00:00Z,37.4,56.78,4.1,30,822,776,155.5,88.83572633060001
G4500610,2018-07-03T12:00:00Z,38.9,53.71,4.6,70,742.5,485,285,119.62884192355955
G4500610,2018-07-03T13:00:00Z,39.3,52.85,4.1,100,909,729.5,195,111.74031949806606
G4500610,2018-07-03T14:00:00Z,39.8,50.78,3.6,110,927,764.5,190.5,114.84901575799667
G4500610,2018-07-03T15:00:00Z,39.5,50.71,5.1,60,750.5,490,310.5,125.33439281026132
G4500610,2018-07-03T16:00:00Z,39.2,49.71,5.1,80,730,719.5,167.5,124.85427798779375
G4500610,2018-07-03T17:00:00Z,39.3,45.94,4.1,70,554,631.5,152.5,141.40222264949514
G4500610,2018-07-03T18:00:00Z,37.2,55.95,2.6,100,299.5,332,150,140.22226000142328
G4500610,2018-07-03T19:00:00Z,36.4,58.91,3.6,120,168,328.5,79.5,146.60750974559372
G4500610,2018-07-03T20:00:00Z,34.6,64.9,3.6,120,33.5,105,23.5,157.37544691512872
G4500610,2018-07-03T21:00:00Z,33.9,70.66,3.43,123.33,0,0,0,160.04943468464302
G4500610,2018-07-03T22:00:00Z,32.3,70.64,1.5,110,0,0,0,135.48809810812182
G4500610,2018-07-03T23:00:00Z,31.3,74.01,0,0,0,0,0,115.75593930311304
G4500610,2018-07-04T00:00:00Z,30,80.93,1.5,60,0,0,0,98.64616773496996
G4500610,2018-07-04T01:00:00Z,28.9,85.92,2.1,30,0,0,0,82.70030330907667
G4500610,2018-07-04T02:00:00Z,28.5,89.1,2.1,60,0,0,0,75.15290997593534
G4500610,2018-07-04T03:00:00Z,28.1,92.97,2.6,50,0,0,0,68.28173489814849
G4500610,2018-07-04T04:00:00Z,27.9,91.82,2.1,50,0,0,0,65.52368188000936
G4500610,2018-07-04T05:00:00Z,27.8,92.95,2.6,40,0,0,0,64.72900460319569
G4500610,2018-07-04T06:00:00Z,28.1,90.72,2.6,40,9,36,7.5,64.72887422380133
G4500610,2018-07-04T07:00:00Z,30.3,82.97,3.6,40,108,274.5,58.5,62.93779347432707
G4500610,2018-07-04T08:00:00Z,31.3,76.78,4.6,60,302,549.5,89.5,44.283032758128726
G4500610,2018-07-04T09:00:00Z,33.7,67.95,5.1,60,513,734,97,57.57211816990305
G4500610,2018-07-04T10:00:00Z,34.1,65.99,5.7,50,663.5,723.5,137,57.533121051717494
G4500610,2018-07-04T11:00:00Z,34.629999999999995,61.76,3.77,70,761.5,679.5,183.5,56.942251868458236
G4500610,2018-07-04T12:00:00Z,35.7,58.74,6.2,20,772,534.5,265.5,79.6473988055304
G4500610,2018-07-04T13:00:00Z,36.9,54.87,2.1,80,972.5,866,125,73.10697004383006
G4500610,2018-07-04T14:00:00Z,35.3,59.13,5.47,136.67,775.5,439,352,66.85925276397275
G4500610,2018-07-04T15:00:00Z,29.76,88.85,3.47,121.43,438.5,111.5,337.5,11.640565758262412
G4500610,2018-07-04T16:00:00Z,30.7,85.76,0.38,42.5,574,355.5,301.5,-5.85212771934129
G4500610,2018-07-04T17:00:00Z,35,67.8,3.1,130,543.5,604,163.5,68.8760383856245
G4500610,2018-07-04T18:00:00Z,33.4,73.92,1.5,90,339,442.5,137,65.16511954050335
G4500610,2018-07-04T19:00:00Z,33.2,76.61,1.5,80,165,318.5,81.5,86.98281756653537
G4500610,2018-07-04T20:00:00Z,31.8,83.65,1.5,80,32,101,22.5,101.38194510499328
G4500610,2018-07-04T21:00:00Z,31,84.58,1.5,80,0,0,0,107.17750072752962
G4500610,2018-07-04T22:00:00Z,30.9,84.57,0,0,0,0,0,101.3039800593993
G4500610,2018-07-04T23:00:00Z,30.1,89.76,1.5,100,0,0,0,91.8450760546104
G4500610,2018-07-05T00:00:00Z,29.6,87.57,0,0,0,0,0,83.19878108389497
G4500610,2018-07-05T01:00:00Z,28.9,93.57,2.1,40,0,0,0,75.70168652910586
G4500610,2018-07-05T02:00:00Z,28.6,94.7,2.1,50,0,0,0,71.15711646893395
G4500610,2018-07-05T03:00:00Z,28.6,93.56,2.1,50,0,0,0,72.215593747463
G4500610,2018-07-05T04:00:00Z,28.1,95.84,2.1,40,0,0,0,64.17111634963716
G4500610,2018-07-05T05:00:00Z,28.1,95.84,2.6,50,0,0,0,65.6786036144015
G4500610,2018-07-05T06:00:00Z,28.4,94.69,2.6,40,9,33.5,8,64.82451777130335
G4500610,2018-07-05T07:00:00Z,30,89.76,2.1,50,120,345.5,54,41.53586642637787
G4500610,2018-07-05T08:00:00Z,30.85,85.58,2.55,40,308,591,83,21.29841014569613
G4500610,2018-07-05T09:00:00Z,33.3,74.8,3.1,60,467.5,586.5,135.5,50.37660723738706
G4500610,2018-07-05T10:00:00Z,33.980000000000004,69.78,3.2,72,655.5,713.5,137,46.623088487249525
G4500610,2018-07-05T11:00:00Z,34.5,65.67,2.1,60,693.5,526.5,243.5,53.30880181848793
G4500610,2018-07-05T12:00:00Z,35.6,62.79,2.1,50,628.5,238.5,402.5,71.34288641603374
G4500610,2018-07-05T13:00:00Z,36.3,55.73,2.6,120,679,228.5,455.5,78.16771136732
G4500610,2018-07-05T14:00:00Z,36.55,57.77,3.1,65,723,291,443,75.35799048752189
G4500610,2018-07-05T15:00:00Z,33.129999999999995,76.73,3.78,108.33,582.5,234,371,41.58777282520657
G4500610,2018-07-05T16:00:00Z,32.4,77.24,1.55,60,262,97,189.5,80.00740342268827
G4500610,2018-07-05T17:00:00Z,36.3,59.97,1.5,110,546.5,643,142,86.47357336402492
G4500610,2018-07-05T18:00:00Z,35.7,59.83,3.1,90,219.5,206.5,118,141.71180197624244
G4500610,2018-07-05T19:00:00Z,34.8,63,2.6,140,99,32.5,90.5,153.18446497856775
